900068733	,
900069348	,
900069458	,
900070316	,
900070541	,
900070554	,
900071031	,
900071483	,
900071612	,
900071866	,
900072035	,
900072299	,
900072664	,
900073075	,
900073266	,
900074186	,
900074352	,
900074716	,
900077393	,
900077627	,
900077707	,
900077818	,
900078437	,
900078868	,
900079131	,
900079360	,
900079561	,
900079604	,
900079790	,
900080694	,
900080698	,
900080983	,
900081294	,
900081422	,
900081559	,
900083038	,
900083408	,
900083608	,
900084693	,
900085546	,
900086792	,
900086832	,
900087137	,
900087412	,
900087424	,
900087473	,
900088670	,
900088915	,
900089082	,
900089420	,
900089934	,
900090715	,
900090899	,
900091119	,
900091180	,
900091213	,
900091925	,
900092109	,
900092537	,
900092777	,
900092816	,
900094127	,
900094435	,
900094692	,
900095054	,
900095198	,
900095395	,
900096093	,
900096761	,
900097036	,
900097543	,
900098335	,
900098476	,
900098587	,
900099350	,
900100523	,
900100695	,
900101038	,
900101499	,
900101671	,
900102227	,
900102580	,
900102802	,
900103371	,
900103652	,
900103963	,
900104251	,
900104515	,
900104842	,
900104959	,
900106180	,
900106674	,
900106777	,
900106798	,
900107338	,
900108140	,
900108161	,
900108466	,
900108975	,
900109311	,
900109697	,
900110012	,
900110568	,
900111451	,
900112215	,
900112291	,
900113115	,
900113391	,
900113823	,
900114499	,
900115530	,
900115560	,
900116439	,
900117244	,
900117828	,
900118242	,
900118617	,
900119170	,
900119474	,
900121075	,
900121205	,
900121361	,
900122396	,
900122690	,
900123585	,
900123888	,
900125179	,
900125919	,
900126024	,
900126719	,
900126869	,
900126949	,
900127810	,
900128018	,
900128496	,
900128810	,
900128969	,
900129181	,
900129514	,
900129791	,
900130497	,
900132495	,
900132775	,
900133097	,
900133414	,
900133672	,
900134354	,
900134841	,
900135002	,
900135360	,
900135464	,
900135790	,
900135887	,
900136031	,
900136193	,
900137114	,
900137132	,
900137138	,
900137195	,
900137459	,
900137682	,
900138038	,
900139232	,
900139288	,
900139335	,
900139569	,
900140043	,
900140091	,
900140107	,
900140195	,
900140256	,
900140790	,
900141080	,
900141555	,
900141567	,
900141821	,
900143217	,
900144025	,
900144157	,
900144363	,
900144665	,
900145166	,
900145230	,
900146342	,
900146857	,
900147130	,
900149866	,
900150383	,
900150915	,
900150991	,
900151016	,
900151098	,
900151443	,
900151827	,
900151867	,
900152407	,
900152520	,
900153515	,
900153589	,
900153623	,
900153867	,
900154786	,
900155348	,
900155476	,
900155738	,
900156427	,
900156826	,
900157189	,
900157512	,
900157856	,
900158135	,
900158309	,
900158592	,
900158681	,
900158898	,
900158970	,
900160171	,
900160698	,
900160856	,
900160943	,
900160988	,
900161000	,
900161584	,
900161726	,
900161802	,
900161905	,
900161996	,
900163023	,
900163087	,
900163354	,
900163378	,
900163827	,
900163861	,
900164673	,
900164751	,
900164891	,
900165542	,
900165560	,
900166457	,
900166473	,
900166906	,
900167067	,
900167297	,
900167455	,
900168454	,
900168772	,
900170266	,
900170731	,
900170824	,
900173046	,
900173952	,
900174478	,
900175341	,
900176224	,
900176268	,
900176770	,
900176869	,
900177188	,
900178212	,
900178429	,
900179390	,
900179977	,
900179988	,
900180220	,
900180277	,
900180998	,
900181830	,
900182159	,
900182782	,
900182890	,
900183026	,
900185057	,
900185322	,
900185742	,
900185866	,
900185943	,
900186835	,
900187545	,
900187870	,
900189038	,
900190131	,
900190379	,
900192711	,
900192756	,
900192893	,
900193721	,
900193879	,
900193927	,
900194023	,
900194252	,
900194523	,
900194910	,
