890101138	,
890102302	,
890102339	,
890102508	,
890102603	,
890103152	,
890103820	,
890104408	,
890104481	,
890105214	,
890105361	,
890106814	,
890106966	,
890107218	,
890107535	,
890109062	,
890110076	,
890114290	,
890115085	,
890115917	,
890116102	,
890116631	,
890117683	,
890200474	,
890200560	,
890200919	,
890201051	,
890201055	,
890201213	,
890201280	,
890203088	,
890203194	,
890203445	,
890204125	,
890204822	,
890205214	,
890205584	,
890206051	,
890206203	,
890209503	,
890210534	,
890211562	,
890211614	,
890212463	,
890270556	,
890300012	,
890300234	,
890300327	,
890300383	,
890300412	,
890300417	,
890300431	,
890300436	,
890300652	,
890300768	,
890300794	,
890301067	,
890301310	,
890301430	,
890301680	,
890301752	,
890301868	,
890302311	,
890302547	,
890302609	,
890302629	,
890302797	,
890302872	,
890302901	,
890302988	,
890303004	,
890303082	,
890303526	,
890303597	,
890303666	,
890303720	,
890304055	,
890304219	,
890304258	,
890304345	,
890304436	,
890304711	,
890304855	,
890304891	,
890305571	,
890305586	,
890306527	,
890306555	,
890306719	,
890307172	,
890307400	,
890308934	,
890308965	,
890309065	,
890309556	,
890309633	,
890310500	,
890310953	,
890311357	,
890311398	,
890311853	,
890312035	,
890312452	,
890312487	,
890312688	,
890312749	,
890312779	,
890316640	,
890317339	,
890317665	,
890317979	,
890318406	,
890318919	,
890319047	,
890319176	,
890319268	,
890319790	,
890319806	,
890319875	,
890320016	,
890320032	,
890320163	,
890320759	,
890320974	,
890320987	,
890321052	,
890322250	,
890322294	,
890322776	,
890323723	,
890323838	,
890324022	,
890324420	,
890324692	,
890325159	,
890325198	,
890325787	,
890326684	,
890327120	,
890327438	,
890327803	,
890329373	,
890329687	,
890329743	,
890329839	,
890329874	,
890329946	,
890331253	,
890331426	,
890331949	,
890332834	,
890332891	,
890333023	,
890400372	,
890400514	,
890401962	,
890402761	,
890403995	,
890404190	,
890480041	,
890480864	,
890501115	,
890506210	,
890600090	,
890600272	,
890680165	,
890700031	,
890700058	,
890701061	,
890702335	,
890702902	,
890703630	,
890704021	,
890704196	,
890704382	,
890705018	,
890706744	,
890800467	,
890801160	,
890803029	,
890804199	,
890807976	,
890900003	,
890900028	,
890900043	,
890900062	,
890900066	,
890900097	,
890900098	,
890900137	,
890900145	,
890900160	,
890900174	,
890900223	,
890900250	,
890900290	,
890900291	,
890900293	,
890900297	,
890900305	,
890900314	,
890900323	,
890900342	,
890900372	,
890900374	,
890900400	,
890900431	,
890900453	,
890900490	,
890900533	,
890900535	,
890900573	,
890900593	,
890900769	,
890900910	,
890900961	,
890901110	,
890901130	,
890901173	,
890901192	,
890901321	,
890901335	,
890901475	,
890901481	,
890901484	,
890901533	,
890901624	,
890901876	,
890901933	,
890902369	,
890902552	,
890902553	,
890902595	,
890902829	,
890902922	,
890903024	,
890903069	,
890903267	,
890903501	,
890903777	,
890904080	,
890904138	,
890904169	,
890904260	,
890904368	,
890904382	,
890904603	,
890904724	,
890904769	,
890905032	,
890905116	,
890905360	,
890906197	,
890906407	,
890906465	,
890906963	,
890907052	,
890907163	,
890907245	,
890907841	,
890908094	,
890908351	,
890908493	,
890908901	,
890909235	,
890909495	,
890910102	,
890910715	,
890911179	,
890911298	,
890911327	,
890911878	,
890912300	,
890912734	,
890913217	,
890913400	,
890913429	,
890913641	,
890913810	,
890913957	,
890914515	,
890914614	,
890914779	,
890914979	,
890915175	,
890915686	,
890915756	,
890916155	,
890916312	,
890916575	,
890916883	,
890916911	,
890917007	,
890917018	,
890917032	,
890917057	,
890917141	,
890917172	,
890917215	,
890917465	,
